service_id,date,exception_type
0,20160415,1
0,20160414,1
0,20160417,1
0,20160416,1
70,20160502,1
70,20160501,1
76,20160502,1
76,20160503,1
76,20160504,1
45,20160419,1
70,20160506,1
70,20160505,1
70,20160504,1
109,20160410,1
70,20160503,1
76,20160509,1
78,20160421,1
109,20160413,1
6,20160411,1
109,20160414,1
6,20160410,1
6,20160413,1
76,20160505,1
45,20160413,1
76,20160507,1
109,20160418,1
6,20160414,1
45,20160414,1
109,20160419,1
6,20160428,1
0,20160429,1
14,20160508,1
6,20160429,1
45,20160410,1
14,20160501,1
14,20160504,1
60,20160508,1
78,20160423,1
60,20160509,1
0,20160422,1
0,20160421,1
0,20160424,1
0,20160423,1
0,20160426,1
0,20160425,1
0,20160428,1
0,20160427,1
80,20160516,1
80,20160517,1
80,20160518,1
109,20160420,1
0,20160420,1
6,20160420,1
60,20160506,1
60,20160507,1
60,20160504,1
78,20160430,1
14,20160510,1
60,20160505,1
60,20160502,1
109,20160427,1
60,20160503,1
109,20160428,1
109,20160429,1
60,20160501,1
14,20160519,1
55,20160413,1
14,20160513,1
55,20160414,1
114,20160501,1
65,20160428,1
65,20160429,1
70,20160523,1
99,20160506,1
70,20160522,1
114,20160508,1
70,20160521,1
0,20160430,1
14,20160522,1
99,20160504,1
70,20160520,1
99,20160505,1
99,20160502,1
99,20160503,1
114,20160510,1
70,20160519,1
70,20160513,1
70,20160511,1
114,20160519,1
70,20160510,1
70,20160515,1
70,20160514,1
99,20160515,1
99,20160513,1
99,20160514,1
55,20160510,1
55,20160516,1
116,20160427,1
47,20160409,1
55,20160518,1
47,20160408,1
47,20160407,1
55,20160519,1
70,20160425,1
70,20160424,1
47,20160410,1
70,20160423,1
70,20160422,1
70,20160429,1
116,20160424,1
116,20160425,1
70,20160427,1
116,20160426,1
70,20160426,1
70,20160421,1
70,20160420,1
55,20160501,1
124,20160521,1
124,20160522,1
124,20160520,1
55,20160507,1
47,20160419,1
47,20160418,1
55,20160509,1
47,20160417,1
55,20160508,1
47,20160416,1
47,20160415,1
47,20160414,1
47,20160413,1
47,20160423,1
70,20160414,1
47,20160422,1
70,20160413,1
47,20160421,1
70,20160411,1
70,20160418,1
70,20160417,1
70,20160416,1
70,20160415,1
124,20160523,1
3,20160519,1
124,20160510,1
124,20160511,1
47,20160428,1
47,20160427,1
47,20160426,1
47,20160425,1
104,20160414,1
47,20160424,1
104,20160413,1
104,20160418,1
47,20160430,1
124,20160514,1
124,20160512,1
3,20160510,1
124,20160513,1
124,20160518,1
124,20160519,1
124,20160516,1
124,20160517,1
3,20160508,1
3,20160501,1
95,20160520,1
95,20160521,1
95,20160522,1
124,20160509,1
95,20160523,1
104,20160409,1
124,20160503,1
124,20160504,1
124,20160501,1
124,20160502,1
124,20160507,1
124,20160508,1
124,20160505,1
70,20160430,1
35,20160410,1
15,20160506,1
15,20160504,1
15,20160505,1
15,20160502,1
15,20160503,1
15,20160511,1
82,20160420,1
82,20160429,1
82,20160428,1
112,20160522,1
15,20160515,1
15,20160513,1
15,20160514,1
15,20160522,1
104,20160427,1
15,20160523,1
15,20160520,1
15,20160521,1
19,20160429,1
82,20160410,1
35,20160413,1
82,20160414,1
35,20160414,1
82,20160413,1
82,20160419,1
112,20160520,1
35,20160419,1
112,20160513,1
103,20160519,1
112,20160511,1
112,20160515,1
4,20160409,1
4,20160408,1
19,20160428,1
4,20160407,1
38,20160427,1
35,20160428,1
112,20160502,1
112,20160506,1
112,20160504,1
116,20160416,1
19,20160414,1
116,20160417,1
116,20160418,1
19,20160413,1
116,20160413,1
116,20160414,1
116,20160415,1
38,20160418,1
33,20160426,1
46,20160517,1
33,20160425,1
46,20160518,1
84,20160413,1
46,20160515,1
56,20160408,1
84,20160410,1
33,20160427,1
46,20160516,1
46,20160513,1
46,20160514,1
92,20160519,1
33,20160424,1
46,20160511,1
92,20160518,1
33,20160423,1
46,20160512,1
84,20160418,1
4,20160429,1
84,20160419,1
4,20160427,1
33,20160429,1
56,20160407,1
4,20160426,1
46,20160519,1
84,20160414,1
4,20160425,1
4,20160424,1
4,20160423,1
4,20160422,1
4,20160421,1
4,20160420,1
56,20160410,1
92,20160517,1
46,20160520,1
92,20160516,1
46,20160521,1
92,20160515,1
92,20160514,1
33,20160430,1
92,20160513,1
92,20160512,1
92,20160511,1
92,20160510,1
61,20160421,1
84,20160420,1
46,20160522,1
61,20160422,1
46,20160523,1
84,20160429,1
4,20160418,1
4,20160417,1
84,20160427,1
4,20160416,1
84,20160428,1
4,20160415,1
4,20160414,1
92,20160520,1
4,20160413,1
4,20160412,1
4,20160411,1
92,20160523,1
92,20160522,1
92,20160521,1
115,20160510,1
56,20160424,1
56,20160425,1
100,20160512,1
56,20160422,1
56,20160423,1
56,20160428,1
100,20160517,1
56,20160429,1
100,20160516,1
56,20160426,1
100,20160514,1
56,20160430,1
115,20160519,1
115,20160514,1
46,20160506,1
115,20160523,1
46,20160507,1
100,20160509,1
46,20160504,1
56,20160419,1
115,20160521,1
46,20160505,1
100,20160507,1
46,20160502,1
46,20160503,1
46,20160501,1
18,20160519,1
56,20160413,1
84,20160409,1
18,20160518,1
56,20160414,1
18,20160517,1
56,20160411,1
56,20160412,1
56,20160417,1
46,20160508,1
56,20160415,1
46,20160509,1
56,20160416,1
56,20160420,1
4,20160430,1
56,20160421,1
7,20160414,1
7,20160413,1
46,20160510,1
118,20160413,1
118,20160412,1
30,20160428,1
30,20160429,1
87,20160415,1
87,20160416,1
87,20160413,1
118,20160414,1
87,20160414,1
30,20160420,1
87,20160417,1
87,20160418,1
67,20160508,1
95,20160510,1
126,20160513,1
95,20160512,1
95,20160517,1
59,20160413,1
95,20160518,1
95,20160519,1
67,20160501,1
95,20160513,1
95,20160514,1
95,20160515,1
95,20160516,1
30,20160419,1
59,20160414,1
87,20160408,1
87,20160409,1
87,20160407,1
126,20160504,1
30,20160413,1
30,20160414,1
67,20160519,1
95,20160501,1
95,20160506,1
118,20160409,1
95,20160507,1
67,20160510,1
118,20160408,1
95,20160508,1
118,20160407,1
95,20160509,1
95,20160502,1
95,20160503,1
95,20160504,1
95,20160505,1
59,20160428,1
61,20160410,1
61,20160412,1
20,20160519,1
61,20160413,1
61,20160414,1
20,20160517,1
61,20160419,1
20,20160518,1
33,20160415,1
87,20160422,1
33,20160414,1
87,20160423,1
118,20160422,1
33,20160417,1
118,20160421,1
33,20160416,1
87,20160421,1
87,20160426,1
92,20160509,1
87,20160427,1
92,20160508,1
33,20160413,1
87,20160424,1
92,20160507,1
87,20160425,1
33,20160418,1
61,20160407,1
61,20160408,1
61,20160409,1
92,20160506,1
92,20160505,1
92,20160504,1
92,20160503,1
92,20160502,1
92,20160501,1
87,20160430,1
93,20160410,1
93,20160413,1
93,20160414,1
93,20160419,1
12,20160501,1
12,20160502,1
12,20160508,1
6,20160507,1
6,20160509,1
78,20160502,1
6,20160508,1
24,20160413,1
24,20160414,1
93,20160408,1
93,20160407,1
93,20160409,1
24,20160421,1
32,20160510,1
6,20160501,1
78,20160513,1
78,20160511,1
101,20160416,1
101,20160417,1
101,20160418,1
101,20160413,1
101,20160414,1
101,20160415,1
78,20160520,1
101,20160422,1
126,20160522,1
73,20160413,1
101,20160427,1
101,20160424,1
101,20160425,1
101,20160426,1
73,20160414,1
73,20160423,1
73,20160421,1
44,20160409,1
44,20160408,1
44,20160407,1
81,20160522,1
115,20160501,1
81,20160521,1
81,20160523,1
53,20160414,1
53,20160413,1
81,20160520,1
1,20160428,1
73,20160430,1
115,20160508,1
115,20160505,1
115,20160503,1
72,20160518,1
81,20160511,1
72,20160519,1
81,20160510,1
72,20160516,1
81,20160513,1
72,20160517,1
81,20160512,1
72,20160514,1
81,20160515,1
72,20160515,1
81,20160514,1
72,20160512,1
72,20160513,1
72,20160510,1
72,20160511,1
1,20160410,1
44,20160430,1
1,20160413,1
44,20160424,1
1,20160414,1
44,20160423,1
44,20160422,1
44,20160421,1
44,20160428,1
44,20160427,1
44,20160426,1
44,20160425,1
81,20160519,1
1,20160419,1
44,20160429,1
81,20160502,1
81,20160501,1
81,20160504,1
81,20160503,1
72,20160523,1
81,20160506,1
81,20160505,1
72,20160521,1
72,20160522,1
72,20160520,1
44,20160420,1
12,20160520,1
44,20160413,1
12,20160510,1
12,20160511,1
44,20160410,1
44,20160417,1
44,20160416,1
44,20160415,1
44,20160414,1
81,20160508,1
44,20160419,1
12,20160519,1
44,20160418,1
76,20160430,1
76,20160424,1
76,20160425,1
76,20160426,1
76,20160421,1
107,20160421,1
76,20160422,1
76,20160423,1
107,20160420,1
76,20160428,1
0,20160507,1
0,20160506,1
0,20160509,1
0,20160508,1
9,20160523,1
9,20160521,1
9,20160522,1
9,20160520,1
0,20160501,1
0,20160503,1
0,20160502,1
0,20160505,1
0,20160504,1
76,20160413,1
76,20160414,1
107,20160414,1
99,20160418,1
76,20160415,1
76,20160416,1
107,20160411,1
38,20160515,1
76,20160410,1
107,20160413,1
38,20160517,1
107,20160412,1
99,20160413,1
99,20160416,1
76,20160417,1
99,20160417,1
99,20160414,1
76,20160419,1
99,20160415,1
0,20160518,1
0,20160517,1
0,20160519,1
99,20160430,1
21,20160407,1
21,20160409,1
21,20160408,1
0,20160510,1
38,20160511,1
0,20160512,1
0,20160511,1
0,20160514,1
0,20160513,1
0,20160516,1
0,20160515,1
38,20160506,1
99,20160423,1
99,20160424,1
99,20160427,1
76,20160407,1
99,20160425,1
76,20160408,1
99,20160426,1
21,20160419,1
0,20160521,1
21,20160414,1
0,20160520,1
21,20160413,1
0,20160523,1
0,20160522,1
21,20160410,1
21,20160412,1
21,20160411,1
90,20160414,1
90,20160413,1
90,20160410,1
21,20160421,1
21,20160420,1
21,20160422,1
96,20160409,1
96,20160408,1
96,20160407,1
90,20160419,1
121,20160417,1
121,20160414,1
121,20160415,1
121,20160413,1
90,20160421,1
90,20160423,1
101,20160407,1
101,20160408,1
90,20160428,1
121,20160426,1
101,20160409,1
121,20160424,1
6,20160516,1
9,20160516,1
124,20160430,1
9,20160517,1
90,20160430,1
6,20160518,1
9,20160514,1
27,20160408,1
6,20160517,1
9,20160515,1
27,20160409,1
9,20160512,1
6,20160519,1
9,20160513,1
27,20160407,1
9,20160511,1
70,20160409,1
70,20160408,1
32,20160508,1
70,20160407,1
27,20160413,1
96,20160422,1
27,20160414,1
6,20160510,1
27,20160412,1
6,20160512,1
96,20160421,1
9,20160518,1
32,20160501,1
9,20160505,1
9,20160506,1
9,20160503,1
9,20160504,1
93,20160420,1
124,20160422,1
124,20160423,1
9,20160502,1
93,20160422,1
124,20160420,1
93,20160421,1
124,20160421,1
96,20160412,1
124,20160426,1
96,20160414,1
124,20160424,1
27,20160422,1
96,20160413,1
124,20160425,1
9,20160509,1
27,20160421,1
124,20160428,1
9,20160507,1
124,20160429,1
39,20160424,1
39,20160423,1
39,20160426,1
39,20160425,1
3,20160414,1
124,20160411,1
30,20160507,1
39,20160420,1
3,20160413,1
124,20160412,1
30,20160508,1
30,20160509,1
39,20160422,1
124,20160410,1
39,20160421,1
30,20160501,1
95,20160430,1
124,20160415,1
124,20160416,1
124,20160413,1
3,20160411,1
124,20160414,1
124,20160419,1
39,20160417,1
39,20160416,1
124,20160417,1
67,20160429,1
39,20160418,1
39,20160413,1
39,20160415,1
39,20160414,1
62,20160430,1
95,20160423,1
95,20160424,1
95,20160429,1
39,20160409,1
95,20160425,1
124,20160408,1
95,20160426,1
95,20160427,1
39,20160408,1
95,20160428,1
124,20160407,1
39,20160407,1
68,20160502,1
68,20160503,1
62,20160429,1
68,20160504,1
68,20160505,1
34,20160417,1
34,20160418,1
34,20160415,1
34,20160416,1
34,20160413,1
34,20160414,1
34,20160411,1
34,20160412,1
62,20160423,1
34,20160420,1
34,20160421,1
35,20160509,1
95,20160413,1
63,20160512,1
95,20160418,1
63,20160517,1
95,20160419,1
63,20160516,1
63,20160515,1
63,20160514,1
95,20160414,1
95,20160415,1
95,20160416,1
95,20160417,1
35,20160507,1
62,20160414,1
30,20160516,1
39,20160430,1
67,20160420,1
34,20160429,1
34,20160426,1
34,20160427,1
30,20160510,1
34,20160424,1
34,20160425,1
30,20160512,1
34,20160422,1
62,20160413,1
34,20160423,1
34,20160430,1
63,20160506,1
35,20160512,1
63,20160505,1
63,20160504,1
67,20160414,1
63,20160503,1
67,20160413,1
35,20160516,1
39,20160427,1
63,20160509,1
35,20160517,1
39,20160429,1
63,20160507,1
125,20160506,1
125,20160502,1
125,20160503,1
125,20160505,1
116,20160504,1
116,20160505,1
4,20160508,1
116,20160506,1
4,20160506,1
4,20160505,1
4,20160504,1
4,20160503,1
4,20160502,1
4,20160501,1
116,20160503,1
34,20160408,1
34,20160409,1
116,20160515,1
34,20160407,1
63,20160523,1
116,20160513,1
63,20160522,1
116,20160514,1
63,20160521,1
8,20160420,1
4,20160523,1
4,20160522,1
4,20160521,1
116,20160521,1
4,20160520,1
116,20160522,1
8,20160429,1
116,20160523,1
125,20160520,1
125,20160521,1
125,20160523,1
125,20160514,1
125,20160515,1
8,20160414,1
4,20160519,1
4,20160515,1
8,20160411,1
4,20160514,1
4,20160513,1
8,20160413,1
4,20160511,1
4,20160510,1
125,20160511,1
115,20160414,1
115,20160413,1
115,20160412,1
82,20160509,1
115,20160411,1
100,20160419,1
82,20160508,1
100,20160414,1
100,20160413,1
15,20160427,1
110,20160430,1
15,20160425,1
15,20160426,1
15,20160430,1
100,20160410,1
105,20160407,1
105,20160408,1
82,20160501,1
82,20160507,1
115,20160417,1
105,20160409,1
115,20160415,1
72,20160507,1
115,20160424,1
72,20160508,1
72,20160505,1
115,20160422,1
72,20160506,1
115,20160421,1
72,20160503,1
115,20160420,1
72,20160504,1
72,20160501,1
72,20160502,1
54,20160505,1
54,20160506,1
110,20160423,1
54,20160507,1
110,20160424,1
110,20160425,1
54,20160509,1
110,20160426,1
110,20160427,1
115,20160429,1
54,20160503,1
72,20160509,1
115,20160426,1
54,20160504,1
59,20160509,1
87,20160511,1
59,20160507,1
87,20160514,1
87,20160515,1
16,20160501,1
16,20160502,1
87,20160513,1
43,20160411,1
87,20160517,1
43,20160414,1
81,20160430,1
43,20160413,1
15,20160412,1
44,20160501,1
54,20160516,1
15,20160413,1
54,20160517,1
54,20160518,1
110,20160413,1
110,20160414,1
44,20160505,1
110,20160415,1
10,20160419,1
44,20160504,1
110,20160416,1
44,20160503,1
110,20160417,1
44,20160502,1
110,20160418,1
44,20160509,1
44,20160508,1
10,20160414,1
44,20160507,1
10,20160413,1
44,20160506,1
49,20160501,1
54,20160512,1
49,20160502,1
54,20160513,1
10,20160410,1
54,20160514,1
54,20160515,1
81,20160423,1
81,20160422,1
59,20160518,1
81,20160425,1
81,20160424,1
82,20160519,1
16,20160510,1
59,20160516,1
81,20160427,1
87,20160503,1
16,20160511,1
81,20160426,1
87,20160504,1
16,20160512,1
81,20160429,1
16,20160513,1
87,20160502,1
15,20160418,1
87,20160505,1
87,20160506,1
15,20160416,1
15,20160417,1
15,20160414,1
81,20160421,1
15,20160415,1
81,20160420,1
15,20160423,1
15,20160424,1
82,20160510,1
10,20160428,1
16,20160503,1
16,20160504,1
115,20160409,1
16,20160505,1
54,20160521,1
115,20160408,1
16,20160506,1
54,20160522,1
82,20160511,1
115,20160407,1
16,20160507,1
54,20160523,1
82,20160518,1
16,20160508,1
82,20160517,1
16,20160509,1
82,20160516,1
49,20160516,1
20,20160413,1
49,20160517,1
20,20160414,1
49,20160514,1
49,20160515,1
20,20160410,1
49,20160518,1
20,20160411,1
49,20160519,1
20,20160419,1
120,20160523,1
120,20160520,1
120,20160521,1
120,20160522,1
49,20160520,1
77,20160515,1
49,20160523,1
49,20160521,1
49,20160522,1
26,20160520,1
49,20160505,1
87,20160521,1
26,20160521,1
49,20160506,1
87,20160522,1
26,20160522,1
49,20160503,1
26,20160523,1
49,20160504,1
87,20160520,1
49,20160509,1
20,20160420,1
49,20160507,1
87,20160523,1
49,20160508,1
71,20160413,1
71,20160414,1
77,20160506,1
26,20160513,1
49,20160512,1
26,20160514,1
49,20160513,1
26,20160515,1
49,20160510,1
49,20160511,1
105,20160421,1
105,20160422,1
26,20160511,1
105,20160420,1
120,20160501,1
120,20160502,1
120,20160503,1
120,20160504,1
26,20160506,1
120,20160505,1
26,20160502,1
120,20160506,1
26,20160503,1
26,20160504,1
120,20160508,1
26,20160505,1
105,20160410,1
105,20160411,1
105,20160414,1
105,20160413,1
120,20160513,1
120,20160514,1
120,20160515,1
120,20160510,1
120,20160511,1
105,20160419,1
29,20160410,1
29,20160414,1
40,20160514,1
29,20160413,1
40,20160513,1
106,20160418,1
85,20160427,1
40,20160515,1
85,20160426,1
85,20160425,1
85,20160424,1
85,20160423,1
40,20160511,1
85,20160422,1
85,20160421,1
73,20160502,1
29,20160407,1
106,20160413,1
106,20160414,1
29,20160409,1
29,20160408,1
106,20160412,1
49,20160426,1
29,20160422,1
49,20160427,1
106,20160407,1
106,20160408,1
106,20160409,1
40,20160521,1
40,20160520,1
40,20160523,1
40,20160522,1
85,20160430,1
29,20160419,1
49,20160430,1
73,20160511,1
72,20160430,1
73,20160520,1
106,20160421,1
106,20160422,1
72,20160417,1
81,20160414,1
72,20160418,1
81,20160413,1
72,20160415,1
81,20160416,1
72,20160416,1
81,20160415,1
72,20160413,1
81,20160418,1
72,20160414,1
81,20160417,1
44,20160523,1
44,20160522,1
119,20160421,1
44,20160521,1
44,20160520,1
119,20160426,1
119,20160422,1
119,20160424,1
72,20160428,1
72,20160429,1
72,20160426,1
16,20160412,1
72,20160427,1
16,20160413,1
72,20160424,1
81,20160407,1
16,20160414,1
72,20160425,1
72,20160422,1
72,20160423,1
72,20160420,1
69,20160523,1
72,20160421,1
44,20160512,1
44,20160511,1
44,20160510,1
44,20160516,1
44,20160515,1
44,20160514,1
44,20160513,1
81,20160409,1
119,20160415,1
44,20160519,1
81,20160408,1
44,20160518,1
119,20160417,1
44,20160517,1
119,20160412,1
119,20160414,1
119,20160413,1
53,20160508,1
85,20160409,1
53,20160509,1
85,20160408,1
119,20160409,1
85,20160407,1
119,20160408,1
16,20160423,1
53,20160507,1
16,20160424,1
16,20160425,1
69,20160515,1
69,20160514,1
53,20160501,1
25,20160420,1
25,20160414,1
25,20160413,1
69,20160522,1
25,20160419,1
69,20160521,1
16,20160415,1
16,20160416,1
119,20160407,1
16,20160417,1
16,20160418,1
72,20160408,1
16,20160430,1
40,20160506,1
72,20160409,1
53,20160519,1
72,20160407,1
40,20160503,1
53,20160517,1
85,20160418,1
40,20160502,1
53,20160518,1
85,20160417,1
40,20160505,1
85,20160416,1
40,20160504,1
53,20160516,1
85,20160415,1
69,20160504,1
85,20160414,1
69,20160503,1
85,20160413,1
53,20160512,1
53,20160510,1
100,20160428,1
69,20160506,1
69,20160505,1
31,20160520,1
31,20160521,1
31,20160522,1
31,20160523,1
16,20160426,1
16,20160427,1
16,20160428,1
16,20160429,1
9,20160417,1
9,20160418,1
9,20160415,1
48,20160420,1
9,20160416,1
9,20160413,1
9,20160414,1
48,20160421,1
9,20160412,1
48,20160423,1
9,20160410,1
38,20160413,1
38,20160414,1
38,20160409,1
48,20160414,1
9,20160419,1
9,20160407,1
48,20160430,1
90,20160502,1
90,20160509,1
90,20160507,1
121,20160505,1
121,20160503,1
58,20160419,1
58,20160414,1
48,20160429,1
58,20160413,1
9,20160408,1
9,20160409,1
90,20160513,1
9,20160430,1
90,20160511,1
11,20160516,1
90,20160517,1
90,20160516,1
90,20160518,1
121,20160514,1
111,20160504,1
111,20160505,1
9,20160428,1
9,20160426,1
9,20160427,1
9,20160424,1
48,20160411,1
9,20160425,1
9,20160422,1
48,20160413,1
9,20160423,1
48,20160412,1
9,20160421,1
90,20160520,1
121,20160523,1
121,20160521,1
68,20160407,1
68,20160408,1
117,20160521,1
117,20160522,1
117,20160520,1
117,20160523,1
101,20160515,1
86,20160516,1
86,20160518,1
86,20160517,1
86,20160519,1
86,20160510,1
86,20160512,1
86,20160511,1
86,20160513,1
101,20160521,1
117,20160514,1
117,20160515,1
117,20160513,1
111,20160519,1
111,20160518,1
101,20160522,1
101,20160523,1
96,20160511,1
86,20160520,1
111,20160517,1
58,20160410,1
68,20160425,1
68,20160426,1
52,20160414,1
68,20160423,1
52,20160413,1
68,20160424,1
42,20160407,1
42,20160408,1
117,20160503,1
42,20160409,1
117,20160504,1
117,20160502,1
117,20160505,1
117,20160506,1
68,20160430,1
3,20160429,1
68,20160414,1
68,20160415,1
68,20160413,1
68,20160416,1
68,20160417,1
52,20160428,1
101,20160504,1
101,20160505,1
101,20160506,1
86,20160507,1
83,20160523,1
86,20160509,1
86,20160508,1
101,20160503,1
3,20160420,1
83,20160520,1
83,20160521,1
83,20160522,1
68,20160421,1
86,20160501,1
68,20160422,1
86,20160502,1
75,20160418,1
42,20160422,1
14,20160414,1
14,20160413,1
42,20160424,1
14,20160416,1
42,20160425,1
42,20160426,1
42,20160427,1
42,20160428,1
75,20160414,1
75,20160413,1
22,20160516,1
83,20160516,1
22,20160515,1
83,20160517,1
22,20160514,1
83,20160518,1
22,20160513,1
22,20160512,1
22,20160511,1
83,20160513,1
22,20160510,1
83,20160514,1
83,20160515,1
14,20160420,1
83,20160511,1
22,20160519,1
22,20160518,1
22,20160517,1
14,20160429,1
42,20160410,1
